1490,2148,886,2100
1468,2148,839,2100
1460,2148,823,2100
1479,2147,862,2099
1486,2147,876,2099
1469,2147,841,2099
1495,2147,896,2099
1482,2147,869,2099
1470,2146,845,2098
1465,2146,834,2098
1460,2146,823,2098
1477,2146,858,2098
1465,2146,833,2098
1439,2145,778,2097
1458,2145,820,2097
1477,2145,858,2097
1448,2145,797,2097
1453,2145,809,2097
1460,2144,823,2096
1461,2144,825,2096
1475,2144,854,2096
1505,2144,916,2096
1520,2144,948,2096
1527,2144,962,2096
1549,2143,1008,2095
1545,2143,1001,2095
1567,2143,1046,2095
1580,2143,1074,2095
1584,2143,1082,2095
1633,2142,1183,2094
1613,2142,1142,2094
1656,2142,1232,2094
1672,2142,1265,2094
1691,2142,1305,2094
1707,2141,1337,2093
1710,2141,1344,2093
1737,2141,1400,2093
1783,2141,1496,2093
1798,2141,1527,2093
1792,2140,1516,2092
1816,2140,1564,2092
1811,2140,1554,2092
1833,2140,1601,2092
1854,2140,1644,2092
1907,2140,1755,2092
1887,2139,1712,2091
1909,2139,1758,2091
1943,2139,1830,2091
1944,2139,1831,2091
1967,2139,1880,2091
1958,2138,1860,2090
2016,2138,1982,2090
2014,2138,1977,2090
2029,2138,2008,2090
2042,2138,2035,2090
2052,2138,2056,2090
2072,2137,2097,2089
2108,2137,2172,2089
2124,2137,2207,2089
2127,2137,2214,2089
2150,2137,2260,2089
2167,2137,2296,2089
2182,2136,2327,2088
2203,2136,2371,2088
2221,2136,2409,2088
2211,2136,2388,2088
2266,2136,2501,2088
2253,2135,2475,2087
2263,2135,2495,2087
2297,2135,2567,2087
2291,2135,2554,2087
2340,2135,2656,2087
2356,2135,2690,2087
2389,2134,2758,2086
2355,2134,2688,2086
2400,2134,2781,2086
2416,2134,2814,2086
2417,2134,2816,2086
2423,2134,2830,2086
2469,2133,2924,2085
2471,2133,2930,2085
2513,2133,3018,2085
2517,2133,3024,2085
2527,2133,3046,2085
2581,2133,3158,2085
2587,2132,3172,2084
2577,2132,3150,2084
2584,2132,3166,2084
2609,2132,3216,2084
2629,2132,3259,2084
2663,2132,3329,2084
2674,2131,3353,2083
2687,2131,3380,2083
2719,2131,3446,2083
2708,2131,3424,2083
2725,2131,3458,2083
2720,2131,3449,2083
2714,2130,3436,2082
2724,2130,3455,2082
2730,2130,3469,2082
2704,2130,3415,2082
2685,2130,3375,2082
2703,2130,3413,2082
2715,2129,3437,2081
2720,2129,3447,2081
2707,2129,3421,2081
2720,2129,3447,2081
2691,2129,3388,2081
2682,2129,3369,2081
2681,2128,3367,2080
2675,2128,3354,2080
2694,2128,3394,2080
2677,2128,3357,2080
2685,2128,3374,2080
2684,2128,3373,2080
2678,2127,3360,2079
2691,2127,3389,2079
2657,2127,3317,2079
2660,2127,3324,2079
2668,2127,3341,2079
2681,2127,3367,2079
2689,2127,3384,2079
2646,2126,3293,2078
2662,2126,3328,2078
2670,2126,3343,2078
2649,2126,3300,2078
2671,2126,3346,2078
2641,2126,3283,2078
2660,2125,3323,2077
2663,2125,3328,2077
2681,2125,3366,2077
2635,2125,3270,2077
2641,2125,3284,2077
2617,2125,3233,2077
2634,2124,3270,2076
2639,2124,3278,2076
2629,2124,3259,2076
2619,2124,3238,2076
2648,2124,3297,2076
2633,2124,3266,2076
2629,2124,3258,2076
2641,2123,3283,2075
2639,2123,3280,2075
2606,2123,3210,2075
2632,2123,3266,2075
2638,2123,3278,2075
2599,2123,3196,2075
2642,2123,3285,2075
2608,2122,3214,2074
2597,2122,3191,2074
2626,2122,3253,2074
2606,2122,3210,2074
2625,2122,3251,2074
2636,2122,3273,2074
2625,2121,3249,2073
2613,2121,3226,2073
2613,2121,3226,2073
2629,2121,3258,2073
2616,2121,3231,2073
2580,2121,3157,2073
2617,2121,3234,2073
2628,2120,3256,2072
2607,2120,3213,2072
2620,2120,3240,2072
2619,2120,3237,2072
2614,2120,3228,2072
2623,2120,3246,2072
2585,2120,3167,2072
2623,2119,3245,2071
2629,2119,3259,2071
2646,2119,3294,2071
2602,2119,3203,2071
2590,2119,3178,2071
2589,2119,3175,2071
2609,2119,3217,2071
2606,2118,3210,2070
2615,2118,3229,2070
2593,2118,3184,2070
2598,2118,3193,2070
2626,2118,3253,2070
2611,2118,3220,2070
2637,2118,3275,2070
2585,2117,3167,2069
2617,2117,3234,2069
2639,2117,3279,2069
2620,2117,3239,2069
2606,2117,3209,2069
2626,2117,3251,2069
2611,2117,3221,2069
2631,2117,3263,2069
2594,2116,3185,2068
2627,2116,3255,2068
2593,2116,3184,2068
2633,2116,3267,2068
2622,2116,3243,2068
2588,2116,3173,2068
2626,2116,3253,2068
2618,2115,3235,2067
2636,2115,3274,2067
2662,2115,3327,2067
2643,2115,3288,2067
2637,2115,3275,2067
2617,2115,3234,2067
2643,2115,3288,2067
2651,2114,3303,2066
2618,2114,3236,2066
2647,2114,3297,2066
2633,2114,3267,2066
2615,2114,3229,2066
2617,2114,3234,2066
2580,2114,3157,2066
2565,2114,3124,2066
2531,2113,3054,2065
2521,2113,3033,2065
2537,2113,3067,2065
2481,2113,2951,2065
2479,2113,2945,2065
2488,2113,2965,2065
2439,2113,2862,2065
2456,2113,2897,2065
2435,2112,2853,2064
2373,2112,2724,2064
2378,2112,2735,2064
2363,2112,2703,2064
2332,2112,2640,2064
2316,2112,2607,2064
2305,2112,2584,2064
2276,2112,2523,2064
2274,2111,2518,2063
2274,2111,2518,2063
2263,2111,2495,2063
2209,2111,2382,2063
2203,2111,2371,2063
2229,2111,2425,2063
2180,2111,2323,2063
2168,2111,2298,2063
2131,2110,2222,2062
2151,2110,2262,2062
2108,2110,2174,2062
2082,2110,2118,2062
2076,2110,2106,2062
2084,2110,2122,2062
2038,2110,2027,2062
2035,2110,2021,2062
2027,2109,2005,2061
1984,2109,1914,2061
1974,2109,1894,2061
1969,2109,1884,2061
1937,2109,1816,2061
1910,2109,1761,2061
1940,2109,1823,2061
1903,2109,1746,2061
1910,2108,1761,2060
1820,2108,1574,2060
1839,2108,1612,2060
1827,2108,1587,2060
1786,2108,1503,2060
1806,2108,1545,2060
1762,2108,1452,2060
1754,2108,1436,2060
1712,2107,1349,2059
1704,2107,1331,2059
1693,2107,1309,2059
1683,2107,1287,2059
1684,2107,1289,2059
1648,2107,1215,2059
1632,2107,1180,2059
1572,2107,1056,2059
1609,2107,1133,2059
1572,2106,1056,2058
1577,2106,1067,2058
1548,2106,1006,2058
1545,2106,999,2058
1486,2106,878,2058
1527,2106,963,2058
1442,2106,786,2058
1452,2106,807,2058
1474,2105,853,2057
1404,2105,706,2057
1427,2105,753,2057
1433,2105,767,2057
1409,2105,718,2057
1377,2105,650,2057
1410,2105,718,2057
1363,2105,620,2057
1395,2105,687,2057
1367,2104,629,2056
1385,2104,668,2056
1335,2104,563,2056
1409,2104,716,2056
1392,2104,682,2056
1398,2104,694,2056
1364,2104,622,2056
1398,2104,693,2056
1371,2104,638,2056
1405,2103,707,2055
1376,2103,648,2055
1387,2103,672,2055
1396,2103,691,2055
1432,2103,766,2055
1407,2103,713,2055
1418,2103,735,2055
1421,2103,743,2055
1394,2103,685,2055
1425,2102,751,2054
1430,2102,761,2054
1423,2102,745,2054
1423,2102,746,2054
1431,2102,762,2054
1455,2102,813,2054
1437,2102,774,2054
1440,2102,782,2054
1440,2102,781,2054
1422,2101,744,2053
1443,2101,787,2053
1474,2101,851,2053
1440,2101,782,2053
1422,2101,743,2053
1444,2101,790,2053
1447,2101,795,2053
1491,2101,887,2053
1434,2101,768,2053
1466,2101,835,2053
1469,2100,841,2052
1482,2100,869,2052
1469,2100,841,2052
1487,2100,880,2052
1459,2100,820,2052
1454,2100,811,2052
1463,2100,830,2052
1481,2100,866,2052
1465,2100,833,2052
1465,2099,834,2051
1494,2099,894,2051
1498,2099,902,2051
1469,2099,842,2051
1487,2099,879,2051
1466,2099,835,2051
1466,2099,836,2051
1471,2099,846,2051
